Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
250536,B005DQCYRS,A1KS9KOQ2C8ZMV,Rebecca,4,7,1,1320624000,Unhealthy... Look at the Ingredients,"I fed my dog Iams Proactive Health for five years before realizing that it is a very unhealthy, low-quality, and species-innappropriate dog food.<br /><br />The package states ""No fillers.""  However, take a look at the first five ingredients...chicken, corn meal, ground whole grain sorghum, chicken byproduct meal, dried beet pulp.  The last four of the first five ingredients are fillers!  Also, the first ingredient, chicken, probably occupies a lower position on the list because, after cooking, most of the moisture is lost and chicken is about 80% moisture. [1][2]<br /><br />As to being species-inappropriate, have you ever heard of a wolf attacking a corn stalk?<br /><br />After I started researching dog food, I switched my dog to Taste of the Wild, a grain-free kibble, and Bravo Balance, raw dog food.  When my dog was eating Iams, she often left food in her bowl for several hours.  Now she eats her food as soon as I give it to her.  Also, her coat is softer and she doesn't get constipated anymore (she did every now and then eating Iams).<br /><br />Yes, Iams is ""vet-recommended"" and my vet approved of it.  However, I have reason to believe that many vets have been improperly and undereducated in nutrition, and the education that they do receive is biased.  Hill's Pet Nutrition Inc., which makes ""Hill's Science Diet"" with similar ingredients to Iams, has created and distributes a nutrition curriculum to vet schools around the world.  They also administer the Hill's vet school graduate feeding program, which provides pet food to students at no charge that they can resell for a profit.  In addition to providing course materials to veterinary students, Hills's, Iams, Purina, and other well-known manufacturers also offer additional perks for students. [3][4]<br /><br />Please, do not believe pet food companies' claims without looking at the ingredients for yourself!  It's a pay now or pay later situation.  If you feed your dog a high-quality, wholesome food now you will have to pay less in vet bills later.  The Dog Food Advisor's website, which rates dog foods based on their ingredients, is a great, unbiased resource.<br /><br />[1] Sagman, Mike. ""Iams ProActive Health Adult (Dry)."" The Dog Food Advisor Web. September 22, 2011.<br />[2] Contreras, Sabine. ""Ingredients to Avoid."" The Dog Food Project Web. September 22, 2011.<br />[3] Dempsey, Deb. ""Why Do You Really Need a Prescription for Your Dog's Food? ...Just Follow the Money!"" The American Dog Spring 2010: 98-100.<br />[4] Messonnier, Shawn, DVM. ""What Do Vets Learn About Nutrition?"" Tail Blazers Web. September 22, 2011."
257748,B005DQCMDY,A1KS9KOQ2C8ZMV,Rebecca,10,22,1,1320537600,Unhealthy... Look at the Ingredients,"I fed my dog Iams Proactive Health for five years before realizing that it is a very unhealthy, low-quality, and species-innappropriate dog food.<br /><br />The package states ""No fillers.""  However, take a look at the first five ingredients...chicken, corn meal, ground whole grain sorghum, chicken byproduct meal, dried beet pulp.  The last four of the first five ingredients are fillers!  Also, the first ingredient, chicken, probably occupies a lower position on the list because, after cooking, most of the moisture is lost and chicken is about 80% moisture. [1][2]<br /><br />As to being species-inappropriate, have you ever heard of a wolf attacking a corn stalk?<br /><br />After I started researching dog food, I switched my dog to Taste of the Wild, a grain-free kibble, and Bravo Balance, raw dog food.  When my dog was eating Iams, she often left food in her bowl for several hours.  Now she eats her food as soon as I give it to her.  Also, her coat is softer and she doesn't get constipated anymore (she did every now and then eating Iams).<br /><br />Yes, Iams is ""vet-recommended"" and my vet approved of it.  However, I have reason to believe that many vets have been improperly and undereducated in nutrition, and the education that they do receive is biased.  Hill's Pet Nutrition Inc., which makes ""Hill's Science Diet"" with similar ingredients to Iams, has created and distributes a nutrition curriculum to vet schools around the world.  They also administer the Hill's vet school graduate feeding program, which provides pet food to students at no charge that they can resell for a profit.  In addition to providing course materials to veterinary students, Hills's, Iams, Purina, and other well-known manufacturers also offer additional perks for students. [3][4]<br /><br />Please, do not believe pet food companies' claims without looking at the ingredients for yourself!  It's a pay now or pay later situation.  If you feed your dog a high-quality, wholesome food now you will have to pay less in vet bills later.  The Dog Food Advisor's website, which rates dog foods based on their ingredients, is a great, unbiased resource.<br /><br />[1] Sagman, Mike. ""Iams ProActive Health Adult (Dry)."" The Dog Food Advisor Web. September 22, 2011.<br />[2] Contreras, Sabine. ""Ingredients to Avoid."" The Dog Food Project Web. September 22, 2011.<br />[3] Dempsey, Deb. ""Why Do You Really Need a Prescription for Your Dog's Food? ...Just Follow the Money!"" The American Dog Spring 2010: 98-100.<br />[4] Messonnier, Shawn, DVM. ""What Do Vets Learn About Nutrition?"" Tail Blazers Web. September 22, 2011."
269464,B005DQCJKA,A1KS9KOQ2C8ZMV,Rebecca,0,1,1,1320624000,Unhealthy... Look at the Ingredients,"I fed my dog Iams Proactive Health for five years before realizing that it is a unhealthy, low-quality, and species-innappropriate dog food.<br /><br />The package states ""No fillers.""  However, take a look at the first five ingredients...chicken, corn meal, ground whole grain sorghum, chicken byproduct meal, dried beet pulp.  The last four of the first five ingredients are fillers!  Also, the first ingredient, chicken, probably occupies a lower position on the list because, after cooking, most of the moisture is lost and chicken is about 80% moisture. [1][2]<br /><br />As to being species-inappropriate, have you ever heard of a wolf attacking a corn stalk?<br /><br />After I started researching dog food, I switched my dog to Taste of the Wild, a grain-free kibble, and Bravo Balance, raw dog food.  When my dog was eating Iams, she often left food in her bowl for several hours.  Now she eats her food as soon as I give it to her.  Also, her coat is softer and she doesn't get constipated anymore (she did every now and then eating Iams).<br /><br />Yes, Iams is ""vet-recommended"" and my vet approved of it.  However, I have reason to believe that many vets have been improperly and undereducated in nutrition, and the education that they do receive is biased.  Hill's Pet Nutrition Inc., which makes ""Hill's Science Diet"" with similar ingredients to Iams, has created and distributes a nutrition curriculum to vet schools around the world.  They also administer the Hill's vet school graduate feeding program, which provides pet food to students at no charge that they can resell for a profit.  In addition to providing course materials to veterinary students, Hills's, Iams, Purina, and other well-known manufacturers also offer additional perks for students. [3][4]<br /><br />Please, do not believe pet food companies' claims without looking at the ingredients for yourself!  It's a pay now or pay later situation.  If you feed your dog a high-quality, wholesome food now you will have to pay less in vet bills later.  The Dog Food Advisor's website, which rates dog foods based on their ingredients, is a great, unbiased resource.<br /><br />[1] Sagman, Mike. ""Iams ProActive Health Adult (Dry)."" The Dog Food Advisor Web. September 22, 2011.<br />[2] Contreras, Sabine. ""Ingredients to Avoid."" The Dog Food Project Web. September 22, 2011.<br />[3] Dempsey, Deb. ""Why Do You Really Need a Prescription for Your Dog's Food? ...Just Follow the Money!"" The American Dog Spring 2010: 98-100.<br />[4] Messonnier, Shawn, DVM. ""What Do Vets Learn About Nutrition?"" Tail Blazers Web. September 22, 2011."
180585,B001EPQPPO,A1KS9QOP35IQNF,"J. Powell ""j.powell hex everything""",1,2,5,1316390400,Taste nice !,Well i will make this quick these cereal bar's taste nice<br />and they seem more healthier then other cereal bar's out<br />there i mean a cereal bar with 25% less sugar is alway's<br />a bonus as too much sugar is not good for one's own well<br />being and last this cereal bar goe's good with Quaker oats<br />oatmeal squares with a hint of brown sugar cereal as the<br />two make's a nice little breakfast combination plus it's<br />healthy so try it out you may like it.
396210,B008IVA7EW,A1KSAO34VKNHBG,"Patricia A. Boynton Scott ""pabs""",0,0,1,1350777600,beer bread,"We all know how much we love the cable company.  Well, they have spread out to new grounds with the same care and quality that we all pay thru the nose for.<br /><br />Larry should stick to cable and see if he can perfect that before doing anything else.  Hell, his beer bread cost me a good can of beer.<br /><br />We always bought beer bread at Traders Joe's but they stopped selling it.  This was a very bland substitute!"
43996,B0031U9VI8,A1KSBMJ6DA3198,Who Knos,3,6,3,1290384000,Really?,"The product is great.  I have purchased it in retail specialty stores for $1+ per pouch, and my daughter LOVES them!<br /><br />However, when I purchased it here I assumed it would be less expensive and maybe I was getting 4 or 6 pouches for $4.  Not so much.  $4 per pouch is RIDICULOUS!"
101933,B0031UBXDE,A1KSBMJ6DA3198,Who Knos,3,6,3,1290384000,Really?,"The product is great.  I have purchased it in retail specialty stores for $1+ per pouch, and my daughter LOVES them!<br /><br />However, when I purchased it here I assumed it would be less expensive and maybe I was getting 4 or 6 pouches for $4.  Not so much.  $4 per pouch is RIDICULOUS!"
180482,B0031U9UZC,A1KSBMJ6DA3198,Who Knos,3,6,3,1290384000,Really?,"The product is great.  I have purchased it in retail specialty stores for $1+ per pouch, and my daughter LOVES them!<br /><br />However, when I purchased it here I assumed it would be less expensive and maybe I was getting 4 or 6 pouches for $4.  Not so much.  $4 per pouch is RIDICULOUS!"
192700,B0031UBWLM,A1KSBMJ6DA3198,Who Knos,3,6,3,1290384000,Really?,"The product is great.  I have purchased it in retail specialty stores for $1+ per pouch, and my daughter LOVES them!<br /><br />However, when I purchased it here I assumed it would be less expensive and maybe I was getting 4 or 6 pouches for $4.  Not so much.  $4 per pouch is RIDICULOUS!"
8404,B003VXFK44,A1KSCAV1FE0OLT,"Frank J. Ohotnicky ""Frank""",0,0,5,1333670400,Great Coffee!,"Take it from someone who was tried a lot of different K-cups, BUY THESE! The ""Breakfast in Bed"" blend is full of great flavor, roasted perfectly, and more importantly I have been choosing it over Green Mountain, which says a lot. It's true to its name, perfect for the morning."
9113,B006N3IG4K,A1KSCAV1FE0OLT,"Frank J. Ohotnicky ""Frank""",0,0,5,1333670400,Great Coffee!,"Take it from someone who was tried a lot of different K-cups, BUY THESE! The ""Breakfast in Bed"" blend is full of great flavor, roasted perfectly, and more importantly I have been choosing it over Green Mountain, which says a lot. It's true to its name, perfect for the morning."
228072,B003VXHGPK,A1KSCAV1FE0OLT,"Frank J. Ohotnicky ""Frank""",0,0,5,1333670400,Great Coffee!,"Take it from someone who was tried a lot of different K-cups, BUY THESE! The ""Breakfast in Bed"" blend is full of great flavor, roasted perfectly, and more importantly I have been choosing it over Green Mountain, which says a lot. It's true to its name, perfect for the morning."
328995,B003VXHGE6,A1KSCAV1FE0OLT,"Frank J. Ohotnicky ""Frank""",0,0,5,1333670400,Great Coffee!,"Take it from someone who was tried a lot of different K-cups, BUY THESE! The ""Breakfast in Bed"" blend is full of great flavor, roasted perfectly, and more importantly I have been choosing it over Green Mountain, which says a lot. It's true to its name, perfect for the morning."
392909,B003VXL0V6,A1KSCAV1FE0OLT,"Frank J. Ohotnicky ""Frank""",0,0,5,1333670400,Great Coffee!,"Take it from someone who was tried a lot of different K-cups, BUY THESE! The ""Breakfast in Bed"" blend is full of great flavor, roasted perfectly, and more importantly I have been choosing it over Green Mountain, which says a lot. It's true to its name, perfect for the morning."
492966,B003TC7WN4,A1KSCAV1FE0OLT,"Frank J. Ohotnicky ""Frank""",0,0,5,1333670400,Great Coffee!,"Take it from someone who was tried a lot of different K-cups, BUY THESE! The ""Breakfast in Bed"" blend is full of great flavor, roasted perfectly, and more importantly I have been choosing it over Green Mountain, which says a lot. It's true to its name, perfect for the morning."
507950,B006N3IE6A,A1KSCAV1FE0OLT,"Frank J. Ohotnicky ""Frank""",0,0,5,1333670400,Great Coffee!,"Take it from someone who was tried a lot of different K-cups, BUY THESE! The ""Breakfast in Bed"" blend is full of great flavor, roasted perfectly, and more importantly I have been choosing it over Green Mountain, which says a lot. It's true to its name, perfect for the morning."
511010,B004FGWU9O,A1KSCAV1FE0OLT,"Frank J. Ohotnicky ""Frank""",0,0,5,1333670400,Great Coffee!,"Take it from someone who was tried a lot of different K-cups, BUY THESE! The ""Breakfast in Bed"" blend is full of great flavor, roasted perfectly, and more importantly I have been choosing it over Green Mountain, which says a lot. It's true to its name, perfect for the morning."
535813,B003VXHGDM,A1KSCAV1FE0OLT,"Frank J. Ohotnicky ""Frank""",0,0,5,1333670400,Great Coffee!,"Take it from someone who was tried a lot of different K-cups, BUY THESE! The ""Breakfast in Bed"" blend is full of great flavor, roasted perfectly, and more importantly I have been choosing it over Green Mountain, which says a lot. It's true to its name, perfect for the morning."
280642,B000E4ALF6,A1KSCDM93STDI5,B. Phillips,0,0,5,1214092800,I am addicted - to a great thing!,Been hooked on this now for over a year - just a great all around natural healthy cereal that is impossible to beat.  Hard to find in the eco bag - but worth it.
234382,B000F4H5GI,A1KSCG05T4FGO4,Nancy Good,0,0,5,1222732800,"Nothing like a good, strong cup of tea","This is a very flavorful tea--a good substitute for that late afternoon cup of coffee at your desk when all you have nearby is boiled water and a cup.  (A little milk in the tea rounds out the flavor, though.)"
14225,B0045XE32E,A1KSDKIZ4XN3GG,Leslie Fitzgerald,0,0,2,1306368000,"Dogs don't know ""organic"" is supposed to be good for them","We don't have a dog, but we pet-sit for the neighbors and were hoping these treats would be welcome.  Sadly, the hound just pushed one around the floor and then abandoned it under the table.  Is it because they're so terribly hard ?  Is it some flavor (or lack of flavor) that only dogs can sense ?  Too bad the hound can't read and can't tell why these treats should be such a good healthy treat for him."
19240,B001E5E20O,A1KSDKIZ4XN3GG,Leslie Fitzgerald,0,0,5,1224720000,Delicious,"As soon as I picked up the container, I was sure I would be in for a treat.  It's so well made, not a cheap-feeling tin full of dusty tea.  The excellent quality of this tea was apparent even before filling the teapot: long lustrous leaves with a heavenly aroma.  Use much less tea than the instructions on the package call for: since this tea is very flavorful it does not take much to brew a good cup.  The characteristic Earl Grey flavor is exactly balanced with the strength of the tea flavor.  Recommended without hesitation."
55663,B004CYLW7A,A1KSDKIZ4XN3GG,Leslie Fitzgerald,0,0,3,1298592000,nothing to crow about,"We eat a lot of cold cereal for afternoon snacks, instead of for breakfast, and this cereal fits in with its not-too-sweet not-too-peanut flavor and crunch.  But it's also not-too-interesting and not-too-memorable.  I would never crave it and don't plan on purchasing it if I see it on the grocery store shelf.  Ho hum."
77035,B001OCKIP0,A1KSDKIZ4XN3GG,Leslie Fitzgerald,1,1,5,1248307200,Great Combination,"We eat our oats every day, usually as plain boring oatmeal.  What a treat to have chocolate granola for breakfast!  Thinking about it, the combination seems so natural; why didn't I think of it before? Well, even if I had thought of it, I would not have done as good a job as Back To Nature did with the combination.  Not too sweet, not greasy, not overwhelmingly chocolate ... just the right blend of flavor and texture to make this a fair breakfast food or a decent snack."
77881,B001LG940E,A1KSDKIZ4XN3GG,Leslie Fitzgerald,0,0,5,1237420800,"So good, so fresh","This is the best tasting sparkling fruit juice I have ever had.  Since it has no added sugar, it's refreshing, not sticky sweet.  The bubbles are just enough to give it a little zing.  I can see drinking this in place of wine or cocktails with snacks before dinner, or even with dinner, because the black cherry is a flavor that goes well with many types of food."
133844,B002AR14WO,A1KSDKIZ4XN3GG,Leslie Fitzgerald,0,0,3,1258588800,Chocolate tea ?,"Chocolate tea ? What a concept - two fabulous drinks in one cup.  Ah, but it might not be such a great idea as chocolate with coffee, because the ""green"" flavor of tea does not harmonize with the warm flavor of chocolate.  It's not bad, it's just not great.<br />Other Numi products are better."
183481,B004U43ZO0,A1KSDKIZ4XN3GG,Leslie Fitzgerald,0,0,1,1314230400,No good,"These sounded like such a great idea.  Of course gooey chewy chocolate fudge cookies will be wonderful, right ?  Sadly, no.  There is a strong artificial chemical taste and the texture is neither chewy nor gooey but only soggy.  They were surprisingly edible after having been left to get stale for a month.  I would never buy them at a grocery store."
191904,B000Q5X876,A1KSDKIZ4XN3GG,Leslie Fitzgerald,1,2,5,1222300800,Yummy,"These are great in every way.  They taste like real fruit, because that's what they are made from, with no artificial  anything.  The serving size is just right for a lunchbox or after-sport snack.  Not just for kids either - since they have no added sugar, they are not too sweet for adults to enjoy."
219199,B000F3VB7S,A1KSDKIZ4XN3GG,Leslie Fitzgerald,7,7,5,1206230400,Best Flavor,"This is the best-tasting spaghetti sauce I have ever found.  I enjoy it enough to just eat with a spoon - no kidding - but it's perfect for serving over pasta, which tones down the intensity to better fit most people's taste. Lots of olives and capers - not for the unadventurous.<br />No broken-seal issues with the box I just received, maybe they are better packaged than before ?<br />The only problem is, now that I have fallen in love with this flavorful sauce, how will I be able to put up with the ordinary kind ever again !"
246573,B002D4DY8G,A1KSDKIZ4XN3GG,Leslie Fitzgerald,0,0,3,1261440000,Tasty,"I've never liked flavored coffee, so I am pleasantly surprised to report that this one is pretty good.  The chocolate flavor is perhaps too intense, so it's not balanced with the coffee flavor like an ordinary mocha, but maybe that's a good thing.  Even though we usually grind our own at home for extra freshness, this package arrive fresh and, being pre-ground, was more convenient for a quick cup."
267076,B004BKLHOS,A1KSDKIZ4XN3GG,Leslie Fitzgerald,0,1,4,1298592000,Better graham crackers,"This is what graham crackers are supposed to be when they grow up.  The texture is perfect, substantial and still crispy.  The actual honey comes through in the flavor profile - along with a hint of raisin and a hint of cinnamon.  Even the appearance is better than national-brands, with cute flecks of oat flakes in the dimpled golden brown crackers.  I was craving graham crackers and had just bought a package of Nabisco grahams, which have lost all appeal to me in comparison with these Back to Nature grahams."
373401,B001BM62T4,A1KSDKIZ4XN3GG,Leslie Fitzgerald,0,0,3,1258588800,A different tea,"I couldn't get used to this.  Rooibos tea has a distinctive, flowery/herbal flavor which some people love.  To me it never seems like a drink for grown-ups.  If you like it, this is a great brand and an easy way to fix your tea."
379997,B000F3OA80,A1KSDKIZ4XN3GG,Leslie Fitzgerald,3,3,2,1206230400,Not as good as the others,"Compared to Scarpetta's Puttanesca sauce, and even compared to ordinary supermarket brands, this Pink Pesto is sadly lacking in flavor.  Just because it contains cream is no reason to expect it to be bland.  There is absolutely no hint of the basil flavor which should be front-and-center in a product labeled ""pesto"".<br />After voting it merely edible the first time, we were able to enjoy it a second time by adding in wine and additional chopped tomatoes.  That turned out delicious.  But hardly acceptable paying a premium price for this sauce, and then having to doctor it up - too bad."
401551,B000Q611U6,A1KSDKIZ4XN3GG,Leslie Fitzgerald,1,2,5,1222300800,Yummy,"These are great in every way.  They taste like real fruit, because that's what they are made from, with no artificial  anything.  The serving size is just right for a lunchbox or after-sport snack.  Not just for kids either - since they have no added sugar, they are not too sweet for adults to enjoy."
466858,B0015MY6PC,A1KSDKIZ4XN3GG,Leslie Fitzgerald,1,2,5,1222300800,Yummy,"These are great in every way.  They taste like real fruit, because that's what they are made from, with no artificial  anything.  The serving size is just right for a lunchbox or after-sport snack.  Not just for kids either - since they have no added sugar, they are not too sweet for adults to enjoy."
538716,B000Q5X8DK,A1KSDKIZ4XN3GG,Leslie Fitzgerald,1,2,5,1222300800,Yummy,"These are great in every way.  They taste like real fruit, because that's what they are made from, with no artificial  anything.  The serving size is just right for a lunchbox or after-sport snack.  Not just for kids either - since they have no added sugar, they are not too sweet for adults to enjoy."
6039,B001E2FMLK,A1KSE6LT1VOBI3,T. Cochran,2,4,3,1235088000,Super sayan drink????,"I took it at 5am yesterday. It is now almost 3am the next day and I am laying in bed and skin feels tingly, can't sleep at all. I feel like I am at super sayan level 4, power of the red monkey. I could shoot ki blast out the window if I wanted too. Maybe some kame hame wave's too."
254896,B0017WSF0C,A1KSE6LT1VOBI3,T. Cochran,2,4,3,1235088000,Super sayan drink????,"I took it at 5am yesterday. It is now almost 3am the next day and I am laying in bed and skin feels tingly, can't sleep at all. I feel like I am at super sayan level 4, power of the red monkey. I could shoot ki blast out the window if I wanted too. Maybe some kame hame wave's too."
486260,B000CBQJ6Q,A1KSE6LT1VOBI3,T. Cochran,2,4,3,1235088000,Super sayan drink????,"I took it at 5am yesterday. It is now almost 3am the next day and I am laying in bed and skin feels tingly, can't sleep at all. I feel like I am at super sayan level 4, power of the red monkey. I could shoot ki blast out the window if I wanted too. Maybe some kame hame wave's too."
374601,B000N33NSA,A1KSEYFC8O8XY4,"W. Riddle ""Reviewer_in_WA""",2,2,2,1269820800,Cereal in a cookie,"High sugar, low protein, just like many breakfast cereals out there. If you are looking for a direct replacement for a bowl of cereal, this could do it for you. If looking for a breakfast that is healthier then a bowl of cereal then go for something else."
458680,B000FFIL92,A1KSFJBXVXQTSY,A. Nguyen,12,13,3,1178928000,Not for elderly asians,This is a cool gift for friends/ or artsy people. But don't get it for the elderly asian folks. It really doesn't taste all that great. And they aren't into the beauty of looking at the flowers unfolding. They want a geat cup of tea.
353944,B001IZFWPY,A1KSG3OEW9FTLR,A. Hwang,0,0,4,1264204800,Breathsavers,"I love Breathsavers Peppermint, not too bitterly strong and not overpoweringly sweet. My job involves talking a lot, and sometimes, it's inconvenient to be swilling down water every five minutes, and these mints do an excellent job.<br /><br />The only reason I gave it four stars was that about 1/4 of the mints in each of the tins are crushed which is inconvenient."
244010,B00759NCN6,A1KSHGBWUU5197,cyndice,0,0,5,1349222400,Mild and Pleasant,"I have been purchasing different mono-floral honeys, and was looking for one with a very mild flavor to use in my yogurt. I didn't want a flowery taste. I had tried Alfalfa. It was indeed mild, but still had that traditional honey taste of flowers. So I tried this Acacia honey, and I was pleasantly surprised. It's very good (in a mild sort of way). There are no floral tones (at least to my uneducated palate). It's simple, sweet, mild, with a slight kick towards the end with a somewhat earthy tone (when licked straight off the spoon). I've decided I prefer this over Wild Raspberry honey in my yogurt. Raspberry adds an enjoyable distinctive bright, clean flavor that isn't too overpowering, while it seems the Acacia sweetens the yogurt without flavoring or overpowering it at all, although I seem to sense a pleasing vanilla note. It lets the flavor of the yogurt come through, and that slight ""kick"" disappeared completely. It's so good. (It makes me think of Christmas for some reason!?!?!?) I think it's my new favorite. I'm finally enjoying my homemade yogurt again! Yea! And it tastes good with peanut butter, too...I never thought I'd say that about any honey. I haven't tried any other brands of Acacia, so I can't say this is the ""best"" Acacia honey out there, but I did enjoy it and will probably be buying more. Breitsammer is a very popular brand in Germany. Honeys that haven't worked for me for sweetening yougurt: Costco's (blech); Mild Buckwheat (better in coffee); MeadowFoam (too distinctive a flavor, but great for meringue cookies); Star Thistle (nice, but too floral in my yogurt); Alfalfa (too floral); Wild Raspberry (good; great with chocolate).  I don't think you'll regret buying this honey, unless you're looking for a very strong, assertive ""honey"" flavor.<br />Many people rhapsodize over Acacia honey. Please don't let my lack of phrases like ""Oh my, this is like a taste of HEAVEN"", stop you from enjoying this honey. I am not a honey-lover, myself. In fact, I don't like it, but am forced to limit my sweeteners to only honey. But I consider this to be very enjoyable, which is A LOT from a former avowed honey-hater. (And now I'm enjoying my yogurt for dessert it tastes so good.)"
176944,B0000CNU7C,A1KSJOHCUJCK2U,"stu21202 ""phallophile""",4,4,5,1073865600,It's curry-tastic!!!,"I have been a fan of S&amp;B Golden Curry since I found a box in SF's Japantown.  I wasn't able to read the preparation instructions since they were in Japanese, so I had a friend translate for me.  Then I found it in the U.S. and realized that the instructions he gave me were not at all a translation, but they are better than what's printed on the box.  So disregard the printed directions and use my recipe instead!  1 lb. chicken, 1 large onion, 3 medium potatoes (peeled), 2 carrots (peeled).  Cut all the preceding into medium-sized pieces.  Brown the onion and chicken.  Add 3-4 cups of water and the potatoes and carrots.  Cook for 15-20 minutes until the potatoes are done.  Remove from heat and add the Golden Curry (cut it into pieces for easier melting).  Mix well and it's soooooo tasty!  Serve over rice or udon noodles.  5 servings?  HA!  3 servings for people with normal appetites."
198246,B0000DGF9V,A1KSK511V0ORAS,T. Nigro,2,3,2,1188432000,Doesn't look like the same type of ficus in the picture...,"A good price on this tree.  But I was disappointed when it arrived.  The trunk was awful--it was very bulbous/tuberous, and huge compared to the leaf portion.  Just ugly.  I called Brussel's directly and explained that I wasn't sure I had even received the same type of ficus I ordered.  They promised to call me back, but didn't.  I called Amazon, and they quickly placed an order for a replacement.  I e-mailed Brussel's to let them know to expect a replacement order, and explained about the first plant.  Didn't get a response, but the replacement plant was much the same.  The roots/trunk were less bulbous and more compatible with the overall size of the tree.  It wasn't quite as unattractive, but still didn't look like the same tree as displayed in the picture."
514182,B003SKY9IS,A1KSLLOC46D0A0,Momosix,2,2,1,1313452800,Waffle Bowls,Iopened the pkg and all but 25 waffle bowls survived. Iam left with an open house this weekend and not enough bowls!!!
47377,B001EPQVFS,A1KSNQNYDTQEL3,Tam Ha,1,2,1,1306195200,Horrible,"Don't buy this.<br /><br />It's not crunchy, pale looking color, with an old oily odor.  I suggest go to a store so you can see what you get before you buy it."
2143,B002BB7EWI,A1KSP4V0KK06UW,S. Lee,1,1,5,1289865600,Tasty and convenient!,"I discovered these when my daughter was about 15 months old. I wish I had found them earlier. They are organic, taste great, are easy for toddlers to handle and very convenient! I always keep some in my purse and in the car when we're out and about. They are not messy, unless of course they decide to squeeze the pouch, which only happens for us when she's not hungry.<br /><br />The Plum Organics line also includes some varieties with fruits and vegetables mixed together. They taste surprisingly good and are one way to get my picky eater to eat some veggies. You can find some varieties at reasonable prices on Amazon, others are more expensive for some reason. Babies R Us has had a sale every other month or so where you can get them for $1 each if you buy them in sets of 8. That is usually when I stock up for the next two months. :)"
114758,B002BB2E14,A1KSP4V0KK06UW,S. Lee,0,0,5,1289865600,Tasty and convenient!,"I discovered these when my daughter was about 15 months old.  I wish I had found them earlier.  They are organic, taste great, are easy for toddlers to handle and very convenient!  I always keep some in my purse and in the car when we're out and about.  They are not messy, unless of course they decide to squeeze the pouch, which only happens for us when she's not hungry.<br /><br />The Plum Organics line also includes some varieties with fruits and vegetables mixed together.  They taste surprisingly good and are one way to get my picky eater to eat some veggies.  You can find some varieties at reasonable prices on Amazon, others are more expensive for some reason.  Babies R Us has had a sale every other month or so where you can get them for $1 each if you buy them in sets of 8.  That is usually when I stock up for the next two months. :)"
403433,B0008IUV12,A1KSPRE2O7C3BY,Pfroma,2,2,4,1312156800,Very nice!!,"I have ordered a few different types of truffle butter, (all from amazon).<br /><br />Some of them were sooo small, I couldn't believe how tiny they were.  And another had only a slight truffle flavor.<br /><br />I was pleasantly surprised when this one arrived.  It was a nice size for the price, with a very bold truffle flavor.<br /><br />I felt I didn't have to use as much, as I would with another brand, because of this it lasted much longer.<br /><br />I am now purchasing two more, I would definitely recommend this brand.  Its the best I have found!!!<br /><br />Hope you enjoy as much as I did!!!"
162833,B005P6TCGW,A1KSPYESOGAZ0I,Jon,0,0,5,1298505600,Good Hydrations,"I've used Cytomax for the past couple of years now and have found it to be the best rehydration product I've used. Everyone is different but this product has by far worked the best for me at keeping myself going on those long or difficult rides, hikes, cross country ski and snowshoe outings. This also helps to prevent cramping and bonking on those hot humid days when your tend to lose more fluids. I've only had the cool citrus flavor as that is the flavor I've used for years with other hydration products as well, and the flavor though a bit sweet for me is more than acceptable. While cycling I always alternate between a bottle of Cytomax and one of water. For other activities where I carry only one bottle I use a little less the recommended amount of powder per X ounces of water. This product like others like it, require a bit more time to mix than the original hydration powders, but it's more than worth the few extra seconds it takes to get it to properly mix."
168727,B005PANYEY,A1KSPYESOGAZ0I,Jon,0,0,5,1298505600,Good Hydrations,"I've used Cytomax for the past couple of years now and have found it to be the best rehydration product I've used. Everyone is different but this product has by far worked the best for me at keeping myself going on those long or difficult rides, hikes, cross country ski and snowshoe outings. This also helps to prevent cramping and bonking on those hot humid days when your tend to lose more fluids. I've only had the cool citrus flavor as that is the flavor I've used for years with other hydration products as well, and the flavor though a bit sweet for me is more than acceptable. While cycling I always alternate between a bottle of Cytomax and one of water. For other activities where I carry only one bottle I use a little less the recommended amount of powder per X ounces of water. This product like others like it, require a bit more time to mix than the original hydration powders, but it's more than worth the few extra seconds it takes to get it to properly mix."
305270,B005PIJQC0,A1KSPYESOGAZ0I,Jon,0,0,5,1298505600,Good Hydrations,"I've used Cytomax for the past couple of years now and have found it to be the best rehydration product I've used. Everyone is different but this product has by far worked the best for me at keeping myself going on those long or difficult rides, hikes, cross country ski and snowshoe outings. This also helps to prevent cramping and bonking on those hot humid days when your tend to lose more fluids. I've only had the cool citrus flavor as that is the flavor I've used for years with other hydration products as well, and the flavor though a bit sweet for me is more than acceptable. While cycling I always alternate between a bottle of Cytomax and one of water. For other activities where I carry only one bottle I use a little less the recommended amount of powder per X ounces of water. This product like others like it, require a bit more time to mix than the original hydration powders, but it's more than worth the few extra seconds it takes to get it to properly mix."
